current_remote_work_time,preferred_remote_work_time,remote_collaboration_ease,remote_work_productivity,remote_prep_commute_time,remote_personal_time,remote_work_time,office_personal_time,office_prep_commute_time,office_work_time
100.0,50.0,5.0,0.7,0.5,5.0,8.0,3.0,1.0,8.0
100.0,100.0,5.0,1.5,0.0,5.0,8.5,5.0,1.0,8.0
100.0,90.0,5.0,1.5,0.0,3.0,8.0,2.0,3.0,7.0
100.0,60.0,5.0,1.3,0.0,3.0,12.0,3.0,0.75,9.0
100.0,50.0,4.0,0.8,0.0,14.0,9.0,12.0,1.0,8.0
80.0,50.0,3.0,1.0,0.0,3.0,8.0,2.0,1.0,8.0
100.0,100.0,5.0,1.4,0.0,4.0,8.0,4.0,2.5,7.0
60.0,60.0,4.0,1.5,1.0,1.0,6.0,1.0,1.0,6.0
50.0,50.0,5.0,1.0,0.0,7.0,7.0,5.0,1.5,7.0
100.0,90.0,1.0,1.4,0.5,3.5,10.0,2.0,4.0,8.5
100.0,50.0,4.0,1.0,0.0,4.0,10.0,4.0,2.0,8.0
10.0,10.0,2.0,0.9,0.5,5.5,12.5,5.0,1.5,12.0
70.0,40.0,4.0,1.0,0.5,6.0,8.5,6.0,1.0,8.0
30.0,40.0,5.0,1.2,0.0,5.0,7.0,5.0,2.0,7.0
100.0,80.0,5.0,1.3,0.0,3.0,10.0,2.0,2.5,8.5
10.0,20.0,2.0,1.2,0.5,12.0,9.5,11.0,2.0,9.0
10.0,20.0,3.0,1.2,0.0,4.0,8.0,3.5,0.5,9.5
60.0,60.0,4.0,1.2,1.0,2.0,8.0,1.0,3.0,8.0
100.0,30.0,4.0,1.1,0.5,3.0,8.5,3.0,1.0,9.0
10.0,20.0,4.0,0.9,0.0,5.0,9.0,3.0,1.0,9.0
100.0,30.0,3.0,1.0,0.0,7.5,8.0,6.0,1.5,8.0
50.0,50.0,4.0,1.5,0.0,12.0,8.0,2.0,1.0,8.0
80.0,20.0,4.0,1.3,1.0,10.0,9.0,3.0,0.0,8.0
100.0,80.0,5.0,1.0,1.0,6.0,7.5,5.0,2.0,7.5
100.0,80.0,4.0,1.0,0.0,1.0,10.0,2.0,4.0,7.5
10.0,30.0,3.0,1.5,0.5,0.0,7.0,0.0,2.0,7.0
60.0,50.0,2.0,0.9,1.0,10.0,10.0,11.0,4.0,7.0
100.0,90.0,5.0,1.3,2.0,2.0,8.0,2.0,2.0,8.0
50.0,40.0,5.0,1.3,0.5,7.0,8.0,8.0,1.0,8.0
10.0,50.0,4.0,1.5,0.0,16.0,8.0,13.0,3.0,8.0
10.0,50.0,4.0,1.4,0.0,2.0,8.0,1.0,1.0,7.0
90.0,10.0,2.0,0.8,0.0,4.0,11.0,3.0,0.5,9.0
100.0,90.0,5.0,1.1,0.0,9.0,8.0,9.0,2.0,8.0
100.0,80.0,5.0,1.2,0.0,14.0,9.0,12.5,1.5,9.0
90.0,50.0,4.0,1.4,0.25,1.0,6.0,0.25,0.25,7.0
40.0,50.0,4.0,0.8,0.0,0.0,7.0,0.0,3.0,8.0
70.0,70.0,5.0,1.1,0.5,3.0,9.0,2.0,3.0,8.0
20.0,10.0,4.0,1.2,0.5,4.0,7.0,4.0,1.0,7.0
10.0,10.0,2.0,1.3,0.0,0.0,8.0,0.0,0.5,8.0
100.0,100.0,5.0,1.0,0.5,0.0,8.0,0.0,1.0,8.0
100.0,60.0,4.0,1.0,0.0,3.0,8.0,3.0,2.5,8.0
90.0,60.0,4.0,1.0,0.5,5.0,7.5,4.0,2.0,7.0
100.0,100.0,5.0,1.1,0.5,3.0,8.0,3.0,1.0,8.0
100.0,30.0,5.0,1.0,0.0,2.0,9.0,1.0,0.3,12.0
80.0,50.0,4.0,0.5,0.0,5.0,7.0,5.0,0.25,7.0
50.0,80.0,4.0,1.5,0.0,1.0,9.0,1.0,1.0,7.0
70.0,60.0,3.0,1.0,10.0,2.0,10.0,2.0,10.0,10.0
100.0,100.0,5.0,1.0,0.0,3.0,2.0,3.0,0.5,2.0
10.0,50.0,5.0,0.8,0.5,7.0,7.0,5.0,1.0,7.0
10.0,50.0,4.0,1.3,0.5,3.0,6.25,2.0,1.0,6.25
100.0,100.0,5.0,1.0,0.0,2.0,6.0,2.0,0.0,6.0
50.0,50.0,4.0,1.1,2.0,10.0,10.0,10.0,2.0,10.0
90.0,50.0,4.0,1.0,0.0,0.0,9.0,3.0,2.0,8.0
100.0,100.0,5.0,1.3,0.1,1.0,8.0,0.5,0.75,7.5
40.0,10.0,4.0,0.7,0.0,12.0,11.0,11.0,2.0,10.0
100.0,60.0,4.0,1.0,0.0,3.0,11.0,1.0,1.5,10.0
90.0,100.0,4.0,1.2,0.0,2.0,7.0,0.0,2.0,5.0
10.0,40.0,1.0,1.2,0.0,0.0,8.0,0.0,0.0,8.0
20.0,20.0,2.0,0.7,0.0,15.0,8.0,13.0,3.0,7.0
10.0,20.0,4.0,1.0,0.25,2.0,10.0,2.0,0.5,8.0
10.0,20.0,4.0,1.5,2.0,2.0,7.0,4.0,2.0,7.0
90.0,50.0,2.0,1.2,0.5,0.0,11.0,0.0,3.0,9.0
20.0,10.0,4.0,0.8,2.0,4.0,4.0,2.0,3.0,6.0
50.0,50.0,4.0,0.9,0.0,2.0,8.0,1.0,1.0,8.0
90.0,90.0,5.0,1.1,0.4,7.0,9.0,6.0,0.75,9.0
80.0,70.0,4.0,1.0,1.0,9.0,6.0,10.0,1.0,5.0
100.0,50.0,4.0,1.1,0.0,2.0,7.0,1.0,1.0,7.0
10.0,30.0,4.0,1.2,0.5,2.0,11.0,0.5,4.0,11.0
40.0,20.0,4.0,1.2,0.0,1.0,10.0,0.0,2.5,10.0
100.0,50.0,5.0,1.2,0.0,2.0,9.0,2.0,2.0,7.0
30.0,70.0,4.0,1.3,5.0,5.0,4.0,6.0,7.0,4.0
100.0,60.0,4.0,1.0,0.0,8.0,8.0,8.0,1.0,8.0
100.0,60.0,5.0,1.3,0.5,4.0,8.0,2.0,3.0,8.0
100.0,100.0,5.0,1.0,0.0,6.0,8.5,4.0,3.5,8.5
10.0,50.0,4.0,0.8,0.5,5.0,6.0,3.0,1.0,7.0
100.0,80.0,5.0,1.5,0.5,4.0,9.0,4.0,2.5,8.0
100.0,100.0,5.0,1.0,0.0,2.0,8.0,2.0,1.0,8.0
100.0,80.0,5.0,1.5,0.5,2.0,8.0,2.0,4.0,8.0
30.0,30.0,2.0,1.1,1.2,0.5,7.0,1.0,1.75,9.0
100.0,80.0,5.0,1.0,0.0,6.0,5.0,4.0,2.0,5.0
100.0,90.0,4.0,1.2,0.5,3.0,5.0,1.0,2.0,4.0
100.0,40.0,4.0,1.4,0.5,5.0,8.5,2.0,4.0,8.5
50.0,40.0,4.0,1.0,0.5,2.0,6.0,2.0,1.0,6.0
20.0,20.0,4.0,1.0,1.0,9.0,9.0,9.0,3.0,9.0
60.0,60.0,5.0,1.2,0.0,13.0,9.0,11.0,2.0,9.0
30.0,50.0,4.0,1.1,1.0,3.0,7.0,3.0,1.0,7.0
100.0,50.0,5.0,1.5,4.0,2.0,8.0,2.0,4.0,8.0
40.0,60.0,5.0,1.4,1.0,8.0,7.0,5.0,2.0,7.0
10.0,50.0,3.0,1.2,5.0,1.0,5.0,1.0,1.0,6.0
100.0,50.0,5.0,1.0,0.0,5.0,8.0,3.0,3.0,8.0
40.0,20.0,5.0,1.0,0.0,10.0,7.0,8.0,1.0,7.0
10.0,50.0,3.0,1.3,1.0,4.0,6.0,2.0,1.0,7.0
20.0,10.0,4.0,0.8,1.0,6.0,6.0,6.0,1.0,8.0
60.0,20.0,4.0,1.0,0.0,3.0,11.0,2.0,1.0,11.0
50.0,50.0,4.0,0.5,0.0,8.0,1.0,4.0,3.0,8.0
90.0,40.0,5.0,1.0,0.5,3.0,8.5,2.0,2.0,8.0
100.0,100.0,3.0,1.1,0.0,3.0,8.0,3.0,0.5,8.0
100.0,90.0,5.0,1.3,0.0,6.0,10.0,3.0,6.0,8.0
40.0,60.0,3.0,0.9,1.0,5.0,8.0,2.0,1.0,5.0
100.0,100.0,4.0,1.3,0.0,4.0,6.0,2.0,1.0,9.0
10.0,50.0,2.0,1.0,0.0,10.0,9.5,9.0,2.5,9.5
80.0,60.0,4.0,1.5,5.0,2.0,8.0,2.0,5.0,8.0
60.0,100.0,5.0,1.5,0.0,5.0,8.0,1.0,3.0,5.0
100.0,10.0,2.0,0.6,0.5,7.5,7.5,7.0,1.0,7.5
50.0,50.0,3.0,1.5,0.5,3.0,8.0,2.0,0.5,8.0
50.0,50.0,3.0,0.8,0.0,6.0,6.0,6.0,1.0,6.0
100.0,100.0,4.0,1.5,0.0,12.0,10.0,12.0,2.0,8.0
90.0,60.0,4.0,1.4,0.0,3.0,13.0,3.0,4.0,9.0
90.0,50.0,4.0,1.0,0.0,3.0,7.0,4.0,1.0,6.0
80.0,60.0,5.0,1.0,0.0,4.0,8.0,3.0,1.0,8.0
80.0,50.0,5.0,0.8,0.5,5.0,9.0,4.0,1.0,9.0
70.0,50.0,3.0,1.3,2.0,4.0,1.0,1.0,1.0,5.0
80.0,20.0,4.0,1.0,0.0,3.0,10.0,4.0,1.0,8.0
100.0,50.0,4.0,1.0,0.0,9.0,9.0,8.0,1.0,9.0
100.0,90.0,4.0,1.2,0.0,0.5,7.5,0.0,2.0,7.5
100.0,80.0,5.0,1.0,0.0,5.0,7.5,4.0,1.0,7.0
10.0,10.0,2.0,0.8,0.0,2.0,12.0,4.0,0.5,8.0
100.0,50.0,4.0,1.0,0.0,4.0,8.0,2.0,1.0,8.0
20.0,10.0,4.0,1.0,1.0,2.0,6.0,2.0,1.0,6.0
80.0,70.0,5.0,1.4,0.5,3.0,10.0,3.0,3.0,10.0
90.0,50.0,5.0,1.2,0.5,6.0,8.0,4.0,2.0,8.0
100.0,60.0,4.0,0.7,0.0,5.0,10.0,5.0,2.0,8.0
20.0,10.0,4.0,1.5,0.0,8.0,8.0,6.0,0.5,8.0
100.0,100.0,5.0,1.2,0.5,4.0,8.0,3.0,4.0,8.0
100.0,40.0,5.0,0.8,0.0,4.0,6.0,2.0,2.0,7.0
100.0,80.0,5.0,1.4,0.0,2.0,8.0,2.0,2.0,8.0
70.0,50.0,5.0,1.0,0.0,6.0,10.0,4.0,2.0,10.0
40.0,40.0,5.0,1.0,0.0,8.0,3.0,8.0,0.5,3.0
30.0,30.0,4.0,1.2,5.0,8.0,3.0,3.0,1.0,8.0
20.0,20.0,4.0,1.2,0.0,4.0,9.0,3.0,1.0,9.0
100.0,60.0,4.0,1.3,0.0,6.0,8.0,4.0,2.0,8.0
100.0,40.0,4.0,1.2,0.0,4.0,9.0,6.0,2.0,8.0
100.0,30.0,4.0,1.2,1.0,6.0,7.0,6.0,1.0,7.0
50.0,40.0,5.0,1.0,0.0,11.0,11.0,11.0,2.0,9.0
100.0,50.0,4.0,1.0,0.5,1.5,5.0,1.0,2.0,6.5
90.0,50.0,4.0,1.4,0.5,2.0,10.0,4.0,2.0,9.0
90.0,20.0,4.0,1.3,0.0,3.0,10.0,3.0,0.5,8.0
100.0,40.0,4.0,1.5,1.0,6.0,7.0,4.0,1.0,7.0
20.0,20.0,4.0,1.0,0.5,4.5,8.0,3.0,2.0,8.5
50.0,50.0,2.0,0.8,0.0,2.0,12.0,2.0,1.0,10.0
80.0,50.0,5.0,1.5,0.5,0.0,7.0,0.5,1.0,6.0
80.0,50.0,4.0,1.0,1.0,3.0,10.0,2.0,3.0,9.0
100.0,50.0,5.0,1.1,0.5,4.0,9.0,4.0,1.0,8.0
70.0,80.0,4.0,1.0,1.0,9.0,8.0,7.0,3.0,8.0
100.0,80.0,4.0,1.0,0.0,4.0,10.0,4.0,2.0,7.0
20.0,10.0,4.0,1.1,0.1,4.0,8.0,3.0,1.0,8.0
100.0,50.0,4.0,1.0,1.0,3.0,9.0,3.0,3.0,8.0
70.0,50.0,4.0,1.2,2.0,8.0,12.0,9.0,2.0,10.0
90.0,90.0,5.0,1.5,0.0,4.0,10.0,4.0,2.05,8.0
10.0,50.0,2.0,1.0,0.0,1.0,8.0,1.0,0.5,8.0
40.0,100.0,5.0,1.0,0.0,6.0,7.5,4.0,4.0,7.5
80.0,50.0,5.0,1.0,0.0,4.0,4.0,4.0,1.0,4.0
100.0,100.0,5.0,1.0,0.0,4.0,7.0,3.0,3.0,7.0
100.0,100.0,5.0,1.0,0.0,3.0,8.0,3.0,0.5,8.0
80.0,50.0,4.0,1.3,1.5,0.0,7.5,0.0,1.5,7.5
40.0,10.0,2.0,0.7,0.5,3.0,8.0,3.0,1.0,9.0
100.0,30.0,4.0,1.0,0.5,6.0,8.0,5.0,3.0,8.0
100.0,50.0,3.0,1.2,0.0,6.0,12.0,6.0,3.0,10.0
100.0,60.0,1.0,1.5,0.0,5.0,8.0,3.0,1.0,8.0
20.0,20.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,7.0
100.0,90.0,5.0,1.5,1.0,6.0,10.0,3.0,3.0,8.0
90.0,100.0,5.0,1.5,0.0,6.0,9.0,4.5,2.5,8.0
90.0,50.0,4.0,1.0,0.5,4.0,9.0,3.0,1.5,9.0
90.0,30.0,4.0,1.0,0.5,2.0,8.0,2.0,1.0,8.0
100.0,50.0,3.0,0.9,0.0,2.0,12.0,2.0,1.0,10.0
10.0,30.0,5.0,1.0,0.0,4.0,8.0,4.0,1.0,8.0
30.0,70.0,4.0,1.0,0.0,9.0,7.0,5.0,4.0,7.0
100.0,80.0,5.0,1.4,1.0,5.0,8.0,3.0,3.0,7.0
50.0,20.0,4.0,1.0,0.5,3.0,7.0,3.0,1.0,7.0
20.0,100.0,4.0,1.3,0.0,4.0,8.0,3.0,2.0,7.5
70.0,70.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0
100.0,90.0,5.0,1.0,0.5,3.0,9.0,3.5,1.5,7.5
80.0,80.0,4.0,1.2,0.5,7.0,8.5,5.0,2.5,7.5
50.0,20.0,3.0,0.8,0.2,5.0,8.0,5.0,0.5,8.0
90.0,10.0,4.0,0.6,1.0,4.0,8.0,2.0,2.0,7.0
100.0,100.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0
30.0,50.0,4.0,1.0,0.0,5.0,8.0,4.5,1.5,8.0
90.0,50.0,5.0,1.3,0.0,2.0,10.0,3.0,2.0,9.0
100.0,20.0,4.0,1.0,1.0,4.5,8.0,4.0,1.5,8.0
50.0,50.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,10.0,2.0,0.9,1.0,3.0,7.0,4.0,2.0,7.0
60.0,50.0,4.0,0.8,0.5,5.0,9.0,5.0,1.0,9.0
100.0,50.0,4.0,0.7,0.0,4.0,8.0,3.0,1.5,8.0
80.0,100.0,4.0,1.4,0.5,6.0,7.75,5.0,1.5,7.75
20.0,20.0,4.0,1.2,0.5,0.5,8.0,0.5,1.5,7.0
80.0,100.0,5.0,1.3,0.5,4.0,6.0,2.0,3.0,8.0
50.0,40.0,5.0,1.3,0.0,3.0,10.0,3.0,1.5,9.0
80.0,20.0,4.0,0.9,4.0,5.0,10.0,2.0,5.0,1.0
60.0,60.0,5.0,1.0,0.5,4.0,7.0,3.0,1.0,7.5
80.0,60.0,4.0,1.3,0.0,6.0,8.0,6.0,3.0,8.0
100.0,80.0,5.0,1.3,0.5,0.0,8.0,0.0,1.5,7.0
30.0,30.0,4.0,1.5,0.5,5.0,8.0,4.0,3.0,7.0
100.0,20.0,4.0,1.0,0.25,4.5,9.5,5.0,1.25,9.0
100.0,100.0,5.0,0.8,0.0,1.0,8.0,1.0,1.0,6.0
10.0,30.0,4.0,1.3,0.0,4.0,8.0,3.0,1.0,9.0
40.0,30.0,3.0,1.4,1.0,1.0,2.0,2.0,1.0,2.0
90.0,50.0,3.0,1.0,3.0,3.0,8.0,3.0,3.0,8.0
100.0,100.0,5.0,1.0,0.0,5.0,8.0,3.0,3.0,8.0
90.0,10.0,4.0,1.0,0.0,4.0,8.5,4.0,0.5,8.0
50.0,50.0,2.0,1.3,0.1,2.5,7.0,2.0,1.0,7.0
90.0,100.0,5.0,1.3,0.0,4.0,10.0,1.0,1.0,8.0
90.0,70.0,4.0,1.1,0.5,4.0,8.5,3.0,2.0,8.5
100.0,90.0,5.0,1.5,0.0,2.0,10.0,3.0,1.0,8.0
100.0,50.0,5.0,1.0,0.25,4.0,8.0,3.0,1.5,8.0
40.0,20.0,5.0,1.0,0.5,4.0,7.0,2.0,1.5,7.0
30.0,10.0,3.0,0.8,0.0,3.0,8.0,3.0,2.0,8.0
100.0,100.0,4.0,1.5,3.0,5.0,9.0,8.0,6.0,8.0
100.0,40.0,4.0,1.0,0.0,3.0,10.0,2.0,2.0,10.0
30.0,20.0,3.0,1.3,1.0,14.0,7.0,14.0,1.0,7.0
50.0,50.0,4.0,0.6,0.0,4.0,11.0,3.0,2.0,9.0
10.0,40.0,4.0,1.2,0.25,1.0,8.0,1.0,0.75,7.5
100.0,10.0,5.0,1.0,1.0,4.0,9.0,4.0,2.0,8.0
80.0,20.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0
50.0,20.0,5.0,1.0,0.0,1.0,8.0,0.0,1.5,8.0
10.0,10.0,4.0,1.2,0.0,0.0,8.0,1.0,0.5,6.5
20.0,10.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,9.0
50.0,50.0,4.0,1.0,1.0,13.0,10.0,2.0,0.5,10.0
80.0,50.0,4.0,1.5,0.2,6.0,9.0,3.0,1.0,7.0
10.0,20.0,1.0,1.5,0.5,3.0,7.5,3.0,1.0,9.0
80.0,40.0,4.0,1.4,0.0,3.0,9.0,3.0,4.0,9.0
100.0,100.0,5.0,1.0,0.0,5.0,5.0,4.0,2.0,7.0
60.0,40.0,3.0,1.1,0.0,3.0,8.0,2.0,2.0,8.0
100.0,20.0,4.0,0.8,0.5,4.0,8.0,4.0,2.0,8.0
100.0,100.0,5.0,1.5,0.5,4.0,9.0,3.0,2.0,8.0
100.0,100.0,5.0,1.5,0.5,5.0,7.5,3.0,1.5,7.5
100.0,80.0,5.0,1.5,0.0,4.0,10.0,4.0,2.0,8.0
40.0,50.0,5.0,1.4,0.5,4.0,8.0,4.0,0.5,8.0
80.0,80.0,4.0,1.2,0.0,5.0,9.0,5.0,3.0,6.0
100.0,70.0,5.0,1.5,0.2,6.0,9.0,6.0,2.0,8.0
100.0,100.0,5.0,1.5,5.0,5.0,10.0,5.0,5.0,10.0
80.0,80.0,4.0,1.3,2.0,2.0,5.0,4.0,1.0,6.0
90.0,80.0,2.0,1.0,0.0,3.0,9.0,3.0,2.0,8.0
50.0,50.0,4.0,1.1,5.0,10.0,5.0,2.0,10.0,10.0
100.0,30.0,5.0,1.2,0.0,1.0,8.0,0.5,1.0,7.5
20.0,20.0,4.0,1.0,0.0,3.0,7.5,3.0,0.5,7.5
70.0,80.0,4.0,1.2,0.0,2.0,10.0,1.0,4.0,8.0
90.0,40.0,5.0,0.8,0.5,2.0,7.0,2.0,1.0,8.0
100.0,100.0,5.0,1.5,0.0,3.0,8.5,1.0,2.0,7.5
50.0,10.0,4.0,0.8,0.0,1.0,6.0,0.0,0.45,8.0
20.0,50.0,4.0,0.7,1.5,1.0,2.0,1.0,0.5,10.0
50.0,10.0,3.0,1.2,2.0,3.0,5.0,1.0,1.0,2.0
40.0,20.0,4.0,0.8,1.0,3.0,7.0,3.0,1.5,7.5
90.0,50.0,4.0,1.0,0.0,4.0,8.0,2.0,2.0,8.0
80.0,50.0,2.0,1.2,0.0,4.0,5.0,4.0,3.0,5.0
80.0,50.0,4.0,1.0,0.5,0.1,8.0,0.1,2.0,7.0
100.0,50.0,5.0,1.5,0.0,3.0,9.0,2.0,1.0,8.0
100.0,90.0,4.0,1.2,0.0,2.0,9.0,2.0,2.0,8.0
100.0,30.0,4.0,0.8,0.0,8.0,8.0,8.0,0.5,8.0
100.0,100.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0
100.0,50.0,5.0,1.0,0.0,6.0,6.0,6.0,1.5,6.0
100.0,50.0,5.0,0.9,0.0,0.5,14.0,0.5,1.0,10.0
90.0,50.0,3.0,0.9,0.5,5.0,8.0,4.0,1.0,8.0
90.0,50.0,5.0,1.5,0.0,4.0,9.0,2.0,2.0,7.0
50.0,50.0,3.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
90.0,50.0,5.0,1.3,0.5,6.0,9.0,4.0,1.5,8.0
100.0,100.0,3.0,1.5,1.0,2.0,4.0,4.0,1.0,2.0
10.0,10.0,4.0,1.0,0.0,12.0,8.0,11.0,1.0,8.0
100.0,50.0,5.0,1.1,1.0,3.0,10.0,3.0,3.0,8.0
100.0,100.0,5.0,1.5,0.0,8.0,12.0,8.5,2.5,10.0
60.0,20.0,4.0,1.1,0.0,13.0,9.5,13.0,1.0,9.0
100.0,50.0,5.0,1.2,0.5,13.5,9.0,12.0,4.0,8.0
90.0,50.0,4.0,0.8,0.0,3.0,10.0,1.5,2.0,10.0
100.0,50.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0
40.0,40.0,4.0,1.0,0.0,4.0,8.0,4.0,1.0,8.0
100.0,50.0,4.0,1.2,1.0,2.0,9.5,2.0,3.0,9.0
10.0,50.0,2.0,0.9,2.0,10.0,5.0,15.0,0.5,5.0
100.0,80.0,4.0,1.5,0.25,3.0,5.0,2.0,1.0,6.0
100.0,70.0,4.0,0.9,0.0,4.0,9.0,4.0,1.0,5.0
100.0,80.0,5.0,1.4,0.5,4.0,7.5,4.0,1.5,7.5
10.0,50.0,4.0,1.0,0.0,2.0,8.0,1.0,1.0,8.0
90.0,90.0,4.0,1.5,0.5,4.0,8.0,2.0,2.0,9.0
100.0,80.0,4.0,1.2,1.0,4.0,7.0,2.0,3.5,7.0
100.0,40.0,4.0,1.3,0.5,3.0,8.0,2.0,1.5,8.0
100.0,80.0,4.0,1.3,0.0,12.5,7.5,12.0,0.5,7.5
100.0,60.0,5.0,1.3,1.0,3.0,7.5,3.0,1.0,7.5
100.0,50.0,5.0,1.3,0.0,4.0,8.0,2.0,0.5,7.0
30.0,50.0,3.0,1.1,1.0,4.0,8.0,3.0,3.0,7.0
30.0,40.0,4.0,1.0,0.0,6.0,8.0,4.0,2.0,8.0
90.0,80.0,4.0,1.2,0.0,3.0,8.0,2.0,2.0,7.0
90.0,50.0,2.0,0.7,0.5,5.0,6.0,4.0,1.5,8.0
100.0,100.0,4.0,1.2,0.0,2.0,8.0,2.5,1.0,7.5
90.0,70.0,4.0,1.0,0.0,3.0,6.0,2.0,2.0,5.0
100.0,10.0,4.0,1.0,0.0,6.0,9.0,6.0,1.0,8.0
100.0,100.0,4.0,1.0,0.0,4.0,8.0,2.0,3.0,8.0
20.0,50.0,4.0,1.4,1.0,11.0,8.0,10.0,2.0,7.0
20.0,20.0,4.0,1.0,0.0,6.0,9.0,5.0,1.5,9.0
10.0,20.0,5.0,0.9,0.0,5.0,8.0,4.0,1.0,8.0
20.0,40.0,4.0,1.2,0.0,4.5,7.5,4.0,1.0,8.0
90.0,50.0,5.0,1.1,0.0,5.0,7.0,4.0,0.5,6.0
100.0,50.0,4.0,1.2,0.5,4.0,8.0,2.0,2.0,8.0
70.0,60.0,5.0,1.0,0.5,4.0,10.0,3.0,2.0,9.0
100.0,100.0,5.0,1.5,1.0,4.0,9.0,4.0,2.0,8.0
90.0,50.0,5.0,1.2,0.5,4.0,11.0,2.0,2.0,9.0
50.0,50.0,5.0,1.0,0.5,6.0,8.0,6.0,4.0,8.0
100.0,30.0,4.0,1.1,0.5,2.0,8.5,2.0,1.5,8.0
100.0,50.0,3.0,1.0,0.0,14.0,8.0,12.0,1.0,9.0
100.0,50.0,5.0,1.3,0.5,4.0,10.0,4.0,2.0,9.0
100.0,80.0,5.0,1.5,0.0,10.0,9.0,6.0,6.0,6.0
100.0,50.0,3.0,1.0,6.0,1.5,3.0,3.0,3.0,3.0
90.0,90.0,5.0,1.5,0.0,12.0,8.0,14.0,1.0,5.0
70.0,50.0,5.0,1.0,0.5,5.0,8.0,4.5,1.0,8.0
100.0,60.0,3.0,1.4,0.0,4.0,12.0,4.0,3.0,8.0
